User Name,Rating,Comment,Date
Anna Theresia,2,tidak friendly user. potongan utk penjual terlalu banyak.,2025-08-18 23:23:31
Yahya Khan,5,good,2025-08-18 17:33:27
Mohammed Abu Siddiq Nayem,5,This is good BUT should add the system to renew PROMOTIONS.,2025-08-18 14:12:24
Arifianto Setiabudi,1,SATU SATUNYA MARKETPLACE YANG BENAR2 MENILAI PERFORMA DAN MENGHUKUM SELLER BERDASARKAN RATING NEGATIF PEMBELI. PADAHAL PENGALAMAN SAYA 95% RATING NEGATIF KRN PEMBELI YANG ASAL RATING ATAU TDK BACA DESKRIPSI. SUDAH GITU BARUSAN SAJA PERTENGAHAN AGUSTUS RATING SEMUA SELLER KOMPAK DITURUNKAN TANPA ALASAN. MAKSUDNYA APA YA??? SISTEMNYA JELAS TIDAK INI? PINTAR GA PROGRAMMERNYA??? SATU LAGI. KASIH MENU UNTUK HUBUNGI DRIVER INSTAN. KARENA PERNAH NYANGKUT DRIVERNYA HILANG ENTAH KEMANA DAN JD BATAL.,2025-08-18 11:35:07
Firwandi Ramli,1,"Potongan dari Tokopedia bener"" gila sih ini ada komisi platform, lalu ada komisi dinamis, ada lagi biaya pemrosesan pesanan. komisi dinamis ini aneh gak jelas terus lagi biaya pemrosesan pesanan. Hello Tokopedia seller yg memproses pesanan tsb, kenapa Anda tarik itu biaya pemrosesan pesanan? gak cukupkah potongan dari komisi platform sama komisi dinamis yg gjls itu? Lebih gila lagi adl Tokopedia memberi diskon kepada pembeli yg mana itu dipotong dari seller dan tanpa persetujuan seller. WTH!!",2025-08-18 08:53:08
hayashi1,1,"Sebelum saya berikan bintang 5. Tolong berikan foto atau thumbnail atau preview pada menu edit stock dan harga (sepeti di shopee). Karena saya juga mau lihat barang yang saya edit yang mana dan tidak dari nama saja, jadi double check. Tapi overall bagus app ini belum ada error. Terima kasih. 👍",2025-08-18 08:38:44
Rendra Stanfordi,1,Mohon dipandu bagaimana cara menarik dana hasil penjualan. terimakasih,2025-08-18 08:16:26
"Budi Rianto Aribowo, ST",5,Okay,2025-08-18 06:40:27
Leon Zai,1,gila ya. kita seller gk bisa pilih opsi kurir ? sedangkan ekspedisi bjingan seperti ninja xpress gk pernah pickup paket kita!!!! bodoh skali,2025-08-18 05:31:49
ian zu (siawyang),2,lemot,2025-08-18 05:29:03
aldi saja,1,garbage apps,2025-08-18 04:18:52
Eka Fony Wijaya,1,"Sejak dipaksa pakai app ini, keliatan sekali curangnya nih app. Barang sudah diterima pembeli, gak ada notifikasi maupun emailnya. Dulu ada tulisan +6 hari uang masuk ke saldo, sekarang gak ada sama sekali. Sudah +6 hari, uang juga belum masuk ke saldo Tokopedia saya. Ini app mau nilep uang saya atau emang gak kompeten nih app?",2025-08-18 03:48:14
Ricky Motret,1,"upload foto lama dan susah, mesti sering"" reload, notif pesanan kadang tidak muncul, loading page buat view produk makin lama",2025-08-18 03:26:04
Budiman Halim,1,ribet banget sumpah,2025-08-18 03:17:31
Brontos Saurus,1,Beralih aja ke shopee atau Toco,2025-08-18 02:51:40
Fajri Rachman,1,AMPAAAAS,2025-08-18 01:07:23
Barry Junius,1,terlalu bertele-tele dan sangat membingungkan integrasinya. jelek,2025-08-18 00:07:30
aku Koe,1,"Aplikasi sampah, potongan rincian ga jelas, ditanya di livechat dilempar ke tiket di tiket tidak ada penyelesaian.. Kembalikan duit potongan yg ga ada rincian jelasnya masa iya jual 1.375.000 nerima cuma 824.175 sisanya kemana?",2025-08-17 15:51:00
A One Biru,1,"ya memang ⭐ satu memang paling pas, gak ada bagus2nya Tokped joint Tiktok kayak sekarang, biaya admin ke seller tambah gak ngotak, ongkir makin mahal, bonus diskon minimal, kembalikan Tokped seperti dulu.....",2025-08-17 15:13:07
Mastur Wirawan,1,"Jelek banget aplikasinya, jauh dengan tokopedia. gak bisa pilih kurir. gak ada menu wawasan product",2025-08-17 12:30:37
Sumber Auto Indonesia,2,its time to say goodbye,2025-08-17 10:15:15
Zulfi Muhamad,1,trash,2025-08-17 07:29:52
Teddy Lee,1,"Inhuman UI!! Can't see realtime instant navigation. Payment deduction detail unclear. Said different cut for different item category, but can't clearly how much.",2025-08-17 05:04:58
K Kurniawan,1,Seller fee extremely unfriendly,2025-08-17 03:44:04
R M Qobul A J S,1,"gak jelas anjir gua mau jualan di tokped jadi gabisa , pas mau connect tiktok malah ilegal request mulu gak jelass",2025-08-17 00:11:29
diamond things,1,KITA DIJAJAH SAMA ASING. POTONGAN 15%,2025-08-16 15:16:07
Dewa 99,1,Bad Merge ! Bad Serve ! Better Tokopedia seller with the Rule Before. !,2025-08-16 13:54:40
Himawan Prayogo,1,very bad app,2025-08-16 12:11:23
Samuel Surya,2,jangan buat penjual harus menunggu jadwal kirim sehingga tidak bisa cetak label ataupun harus ingat jadwal kirim antara 8-14. membuat kita tidak fleksibel.,2025-08-16 11:37:34
Fifi Yang,1,"Tiktok, tolong dong sistem input alamat pembelian ditingkatkan. Masa alamat customer hanya kecamatan, kabupaten tanpa nama jalan ataupun keterangan apapun bisa memesan? Sudah banyak paket retur dikarenakan itu. Disini seller sangat dirugikan.. apalagi yang alamatnya jauh sekali.  Tolong jangan hanya biaya yang ditingkatkan. Sistemnya juga dong. Semoga bisa didengar.",2025-08-16 11:06:24
Jamal Ismail,4,Every day need uninstall and install back this tik tok app,2025-08-16 08:09:07
leanne Myers,3,not clear how to navigate,2025-08-16 06:53:01
Yuyu Py,3,not that friendly user too complicated. Withdraw time frame too longer.,2025-08-16 06:01:32
Thomas .I,3,agak membingungkan,2025-08-16 05:56:52
Serenity Ford,1,it will not let's me in tiktok shop,2025-08-16 04:01:55
Ari Rizkianto Romadhona,1,Bad app and bad decisions from TikTok. Back to the root!,2025-08-16 03:58:08
Hindi Ako Peymus,1,I can't login on my seller account on a new device.,2025-08-16 03:48:53
Bandit Vintage,3,kurang simpel,2025-08-16 02:51:51
rasyid ahmad,4,masih ada bagian² yg harus disempurnakan,2025-08-16 00:15:18
Eva Martinez-Garza,1,"I downloaded tik tok shop and login and now they're asking to provide information on my business, what business I don't have any business seriously is a waste of time everyone don't even download it it's not even worth it.",2025-08-15 23:21:25
Ratri Pamuji,1,gak ada gunanya jualan di Tokopedia. mending jualan di Shopee. udah gitu aplikasinya ribet. gak simpel kayak shopee. pencairan dana penghasilan penjualan juga lama banget. paling parah tuh aplikasinya sih pake diintegrasi ke tiktok segala. bye.,2025-08-15 12:33:24
Raen,1,"aplikasi jelek, ui/ux sangat jelek terburuk",2025-08-15 11:25:23
bagus tanji,1,"lebih susah di pake,mending tokopedia seller lebih simpel",2025-08-15 10:38:49
Didik Erma Irawan,1,a ridiculous app with ridiculous rules for small business segment.,2025-08-15 09:02:55
Pearl Angel Dawaton Vega,4,TO MANY VIOLATIONS😭,2025-08-15 08:25:59
Jimmy Firstwira,2,"devnya kurang optimasi, aplikasi laggy dan berat",2025-08-15 07:52:42
harry mulyawan,3,"ribet banget sih, jauh dari aplikailsi toped lama. ama aplikasi seller lainnya paling ribet nih yg baru.",2025-08-15 07:24:36
Nasrul Anam,2,"setelah gabung tiktok. systemnya buruk merugikan seller, sistem peforma toko juga sangat buruk, tidak adil ongkir retur dibebankan penjual meskipun kesalahan pembeli.",2025-08-15 06:24:03
Oki Syachrul,1,"semenjak Tokopedia sellet berubah menjadi Tiktok Shop, bener bener merugikan penjual, pembayaran ditunda, pelanggara ga jelas, beneran downgrade dan merugikan penjual UMKM yang perlu putaran dana cepat. oh iya aplikasi juga ribet ga user friendly",2025-08-15 06:23:56
Swapy,3,"menyulitkan ribet, tidak user friendly",2025-08-15 05:54:42
Resurrection Fernandez,5,very good,2025-08-15 05:30:15
Siz Budi,1,"sdh di pake di hp yg berbeda . bukan pake jaringan wifi , gak bisa login pake no hp . muncul eror 500 g bisa login pake email . selalu dimnta masukkan kode . kode sudah di masukkan cepat , tidak salah masukkan kode , dan jaringan bagus aja . lapor ke cs malah tdk ada solusi malah dibilang kelamaan , salah masukin , sm jaringan jelek . perbaiki donk aplikasi nya .. gmn mau berkembang jelek begini .",2025-08-15 04:38:50
adhi s,1,payah bikin pusing seller,2025-08-15 03:57:52
Fredy Long,5,Nice,2025-08-15 03:56:59
Yoshua Trinanda Putra,3,Gak jelas upload suka failed,2025-08-15 02:58:38
Alim Haikal,4,"kadang ii menyakitkan kepala bila ada benda tk salah tpi kena warning, kadang ii mengemberikan",2025-08-15 02:18:04
Rizky Dwikurnia,1,"Tidak pernah muncul notifikasi dari aplikasi ini ( padahal push notifications sudah aktif ), jadi harus terus mantengin aplikasi untuk mengecek apakah ada pesanan masuk atau ada chat dari konsumen",2025-08-15 01:31:43
Fernandina Celine Setiawan,1,"aplikasinya ga intuitif, masa bagian saldo penjual (finance) nyampur sm hal2 lain yg ga sepenting itu, kayak store rating, affiliation, dll. Lalu bagian chat jg aneh, harus ganti filter utk liat chat lain karena app lgsg mengategorikan chat sbg ""open"", ""closed"", dll. Bagian label jg berantakan bgt, kirain cm pas awal integrasi, tp sampai skrg masih berantakan. Templatenya beda utk kurir beda, font ga konsisten, pokoknya acakadul! masa iya dgn potongan biaya admin monster itu ga bs develop?",2025-08-15 01:09:37
Dave Palada,5,good,2025-08-14 22:44:24
Tofan Purnomo Waisaka,1,"The app can't switch between multiple accounts yet forces you to only use this one app. It's needlessly slow & complicated with a terrible UI, with necessary features locked behind the desktop version. I just got scammed by a buyer because I can't read whether it's a return+refund or just refund(the writing is cut off). The platform is just terrible for sellers now.",2025-08-14 16:00:55
kang adam,1,"worst app ever. veryyy slow, never sync, customer chat dissapear. Bring back my Tokopedia app seller",2025-08-14 12:00:39
s ag,1,"UI nya jelek , fitur nya banyak berkurang , sering ga sinkron 👎👎 masih jauh bagusan aplikasi tokopedia dulu",2025-08-14 08:11:44
Alvin,1,"UI/UX sangat buruk. Order kerap kali hilang tanpa alasan. Kurir dipilih seenak jidat, padahal di pengiriman kurir lambat dan bermasalah sudah saya off kan, tapi malah terpilih. dipaksa pindah tapi kok ke yg jauh lebih buruk dari sebelumnya ya.. apa ga malu dengan tarikan 1250 per order yang dibebankan ke seller kalau aplikasinya saja segini parahnya",2025-08-14 07:54:31
Joshua Putra Chananta,2,sangat banyak aturannya sangat ruwet penggunaanya tidak aama tokopedja dlu,2025-08-14 07:28:23
Silent Knight 97,1,"Registrasi ulang dibikin susah, ngatur pengiriman aja nggak bisa 🤣. Malah jadi gblk aplikasinya",2025-08-14 07:10:36
Restu Galih,1,Kebijakan buruk gabungin Tokopedia dengan Tiktok. Jadi MENYUSAHKAN semuanya. Kode verifikasi TIDAK MUNCUL walau sudah berkali-kali resend.,2025-08-14 06:57:18
Alexander Wiharjo,1,"Jelek aplikasinya, log in gajelas pake apa, admin juga autis gede bgt, sok iye integrasi integrasi, mending SHOPEE..",2025-08-14 06:42:54
Senna Arya,1,garbage,2025-08-14 05:16:50
Cynthia Franklin,1,this app is terrible because it won't let you log in i tried so many times to log in but I just couldn't thats why I rate this app a 1 start reviewing,2025-08-14 01:21:12
Proper 2Infinity,5,Figuring out how to register the product is kind of a hassle but I'm learning.,2025-08-13 18:29:40
Martias Ryando,1,aplikasi paling sampah di dunia cepet musnah plis,2025-08-13 16:51:10
Natalia,1,Aplikasi busuk! Penjualan saya stop karena upgrade ke TT Shop. Segitu rakusnya sampe UMKM aja dipajakin. Bintang satu!,2025-08-13 15:05:56
afgannn,1,"sampah, nyusahin aja orang mau jual santai malah kesannya kyk jual buru-buru, dh jelas tiktok shop sama tokopedia cara kerja nya beda ini malah disatuin nyusahin orang aja kocak. bikin aplikasi ujung ujungnya ke web juga, ui juga byk bet bug, ux bikin puyeng, jadi jelek tokopedia gara gara tiktok!!!",2025-08-13 15:01:35
Jessica S,1,"VERY hard to navigate from phone. A lot of options are not available via app, Tokopedia app was better, but since we were forced to move no option not to download. Please improve, otherwise its ruining what Tokopedia already had, which was simplicity and user friendliness!",2025-08-13 13:58:52
Win Myo Swe,5,so good,2025-08-13 13:52:27
Tio Prasetio,1,"hard to use , hard to open, i cant check my balance useless",2025-08-13 13:08:16
Tio Alfashop,1,Not recomended....😭,2025-08-13 12:56:58
AmaliaFidyaS13,1,"Ngerugiin penjual banget 1. untuk pencairan dananya lama banget. ini kudu nunggu 1 pekan baru masuk ke saldo penjual, belum nunggu lagi buat narik ke rekening. 2. setiap pembatalan pesanan, tidak ada di minta persetujuan penjual. jadi pembeli bisa batalin pesanan, walaupun itu sudah di atur pengiriman dan sudah di packing pesanannya, dan tidak ada kompensasi untuk penjual. 3. pembeli bisa retur barang tanpa ada persetujuan penjual. bahkan alasan retur bukan kesalahan penjual. 👎🏻👎🏻👎🏻",2025-08-13 12:01:58
Jenie Selina,2,Tolong aplikasinya diupgrade dong. Push notifikasinya gak pernah jalan. Chat masuk juga selalu telat muncul di aplikasi.,2025-08-13 11:30:07
Raschel Cabarubias,5,good,2025-08-13 11:19:34
Sarah Sidebottom,1,not enough support or how it works. ticktok are money grabbing company and bann you when you purchase services will never again gift or buy from them ever again,2025-08-13 10:59:00
fary achmad,3,seprtinya belum siap secara system yaa mau dibuka ada orderan lama banget,2025-08-13 09:59:24
Iqbal Kurnia.,1,"ribet pemakaiannya, ga sama kaya tokopedia seller, produk nunggu ditinjau , setelah tinjauan selesai produknya malah error ,dicoba ulang hampir sehari juga sama saja tetep eror",2025-08-13 08:50:40
"Wilsan Hariawan, C.MDF.",1,"Very bad UI experience. Dull colors black and white only on year 2025 ??!!, OMG, put more colors. The dev even use gray colors for text, geezzz....Very hard to read....compare it to Tokopedia Seller Center App just like day and night with bright contrast black color and green, yellow also font was bigger. This app looks like being designed by lazy devs..terrible UI colors.",2025-08-13 07:21:59
toko apt,1,semenjak dikuasai tiktok tokopedia jadi sangat buruk performanya... sayang sekali..,2025-08-13 03:58:44
Falqi Annazmi Firdaus,1,"notif suka telat, harus sering2 buka aplikasi",2025-08-13 03:15:25
jessica bennett,5,love love,2025-08-13 02:36:11
ray van,1,gk friendly x user interface nya,2025-08-13 02:06:46
Jason Hawkins,5,"Great app for Sellers, can't live without it.",2025-08-13 01:55:19
Sheila Enriquez,5,"I love how easy it was. I want to go, Viral.",2025-08-13 01:12:37
Lintas Masa,1,"pengiriman rumit, komplain tdk di tanggapi",2025-08-13 01:11:54
Benoit Stefanus,1,"Tidak suka, ribet ingin balik ke Tokopedia seller / Tokped biasa susah mau cek yg lagi dikirim susah cek produk chat pada hilang dan lainnya",2025-08-13 00:53:42
S.Y,1,Nonsense app! They send me Whatsapp to claim and open the account however the app is just not working. Keep crashing and not even able to login at all,2025-08-13 00:26:52
Anno kun,1,"jelek, banyak scammer tukang tipu, ga bisa report akun scammer, aplikasi seller terjelek yang pernah ada, lambat dan tidak user friendly, jika di buka di PC makin jelek. heran",2025-08-12 21:46:06
Gary mallon,5,very good customer coverage,2025-08-12 20:39:16
ph 27,1,makin susah,2025-08-12 17:10:04
Valrune,1,"Overly complicated app, the previous one is much better.",2025-08-12 14:21:21
Niki Fajar S,1,nyusahin,2025-08-12 13:50:00
illumina,1,banyak bug. UI ga user friendly,2025-08-12 13:18:45
fareladityajr,1,"Gajelas, Update bukannya tambah bagus malah tambah ancur, Mau nyari cara narik duit aja ribet bgt, ampe disangka uang blm masuk, chat semakin sulit dilihat, upload produk ribet, semuanya ga ada yang bagus, Yang kerja kebanyakan ordal jadi gini",2025-08-12 09:55:00
Wesam Elkhouly,5,"customers playing if they order COD, they like to return..",2025-08-12 05:16:01
David Jaya,1,"sangat jelek aplikasikan kalian.. dari seller center tokopedia yang sangat mudah dan stabil menjadi apps sangat jelek!! banyak henk, menuny sangat tidak user friendly",2025-08-12 04:11:29
Zakk Kaeser,5,easy to navigate. user friendly.,2025-08-12 00:58:08
Ang Ang,5,Good,2025-08-11 22:34:39
Ferdy Cornelius,2,not good enough.. not equal to every seller,2025-08-11 14:54:37
Okky Ernanto,1,"suruh pindahin akun tokped seller ke apps ini, mencoba berdamai dgn apa yg terjadi dan yasudah ikuti prosedur, error ngulang2 mulu, katanya nama toko udah ada yg pake, stop pake sebulan terus skrg coba lg, masih sama ga ada perubahan, nama toko lama saya gabisa dipake, skrg masih suka ada notif masuk pesanan dr toped tp saya gabisa ambil pesanan atau bahkan batalin pesanan, kasihan customer uangnya ketahan lama krn saya gbs respon. calon2 bakal OTW BANGKRUT & LAYOFF GES wahai tmn2 TikTokped wk",2025-08-11 13:28:25
Mf Ahun,1,WOW AUTOMATIC REFUND ACCEPTED. AND SELLER CAN NOT COMPLAIN,2025-08-11 08:31:46
Michael Cou,1,"DAPAT PELANGGARAN KATANYA TERLALU BANYAK ULASAN NEGATIF, SETELAH DIBANDING DAN DIKASI BUKTI 98% PUAS, DAN CUMAN 4 ULASAN NEGATIF SELAMA 2 BULAN TERAKHIR, SETELAH BANDING MALAH DITOLAK, KERJA KELEN APA DIDALAM KANTOR, KALO ADA PERKARA DISELESAIKAN BUKAN MAIN ASAL BALIKKAN DANA ATAUU PELANGGARAN ASAL, PAKE OTAK LAAAA",2025-08-11 07:57:21
Nanda D.K,1,Aplikasi kapitalis orang disini mau jualan disuruh download ini itu yg ada orang malah males mana ngak ada yg bener lg ngak usah Cang Ceng Cong pake tiktok segala males juga orang liat mendingan balikin kyk dulu aja lebih simple.,2025-08-11 07:39:34
DK Stories,1,"Aplikasi kacau, bikin ribet jualan.",2025-08-11 07:08:47
18 Winter,1,"Saat terkirim barang, penghasilan yg saya dpt seharusnya rp.9625.setelah completed malah minus -1800.komplain ke CS malah disuruh bikin ticket ini sudah 5 tiket ngga ada 1 pun di balas... sudah 6 hari......rugi jualan di tokped",2025-08-11 06:17:56
zeiylah,1,"so lagging. while editing and alternating diff tab, app becomes blank. nonsence!",2025-08-11 05:32:54
Jobert Corpuz,1,can't open my tiktok account always need code but the code automatic resend then incorrect,2025-08-11 02:31:14
